"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Author Keywords","Correspondence Address","Document Type","Publication Stage","Open Access","Source","EID"
"Bass A.L.; Good D.A.; Bjorndal K.A.; Richardson J.I.; Hillis Z.-M.; Horrocks J.A.; Bowen B.W.","Bass, A.L. (7101905035); Good, D.A. (7102712770); Bjorndal, K.A. (7007065666); Richardson, J.I. (7404377099); Hillis, Z.-M. (7801693436); Horrocks, J.A. (22934118000); Bowen, B.W. (7103036452)","7101905035; 7102712770; 7007065666; 7404377099; 7801693436; 22934118000; 7103036452","Testing models of female reproductive migratory behaviour and population structure in the Caribbean hawksbill turtle, Eretmochelys imbricata, with mtDNA sequences","1996","Molecular Ecology","5","3","","321","328","7","88","10.1111/j.1365-294X.1996.tb00323.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030161008&doi=10.1111%2fj.1365-294X.1996.tb00323.x&partnerID=40&md5=7e33393ad30db5507ef7e3e36fe286d6","Museum of Natural Science, Department of Zoology and Physiology, Louisiana State University, Baton Rouge, LA 70803, United States; Archie Carr Ctr. for Sea Turtle Res., Department of Zoology, University of Florida, Gainesville, FL 32611, United States; Institute of Ecology, University of Georgia, Athens, GA 30602, United States; Buck Island Reef National Monument, Christiansted, St Croix, 00821-0160, PO Box 160, Virgin Islands (U.S.); Department of Biology, University of the West Indies, Cave Hill, Barbados; Bellairs Research Institute, McGill University, St James, Barbados; BEECS Genetic Analysis Core, Alachua, FL 32615, 12085 Research Drive, United States; LSU Museum of Natural Science; BEECS Genetic Analysis Core, Interdisc. Ctr. for Biotech. Res., University of Florida; Archie Carr Ctr. for Sea Turtle Res., University of Florida; Buck Island Reef National Monument","Bass A.L., Museum of Natural Science, Department of Zoology and Physiology, Louisiana State University, Baton Rouge, LA 70803, United States, BEECS Genetic Analysis Core, Alachua, FL 32615, 12085 Research Drive, United States, LSU Museum of Natural Science, BEECS Genetic Analysis Core, Interdisc. Ctr. for Biotech. Res., University of Florida; Good D.A., Museum of Natural Science, Department of Zoology and Physiology, Louisiana State University, Baton Rouge, LA 70803, United States; Bjorndal K.A., Archie Carr Ctr. for Sea Turtle Res., Department of Zoology, University of Florida, Gainesville, FL 32611, United States, Archie Carr Ctr. for Sea Turtle Res., University of Florida; Richardson J.I., Institute of Ecology, University of Georgia, Athens, GA 30602, United States; Hillis Z.-M., Buck Island Reef National Monument, Christiansted, St Croix, 00821-0160, PO Box 160, Virgin Islands (U.S.), Buck Island Reef National Monument; Horrocks J.A., Department of Biology, University of the West Indies, Cave Hill, Barbados, Bellairs Research Institute, McGill University, St James, Barbados; Bowen B.W., BEECS Genetic Analysis Core, Alachua, FL 32615, 12085 Research Drive, United States","Conservation genetics; Marine turtles; Migratory behaviour; Mitochondrial DNA; Nesting beaches; Population structure","A.L. Bass; BEECS Genetic Analysis Core, Alachua, FL 32615, 12085 Research Drive, United States; email: ABASS@icbr.ifas.ufl.edu","Article","Final","","Scopus","2-s2.0-0030161008"
"Dalebout M.L.; Hooker S.K.; Christensen I.","Dalebout, M.L. (6602181021); Hooker, S.K. (7101875416); Christensen, I. (57196627847)","6602181021; 7101875416; 57196627847","Genetic diversity and population structure among northern bottlenose whales, Hyperoodon ampullatus, in the western North Atlantic Ocean","2001","Canadian Journal of Zoology","79","3","","478","484","6","21","10.1139/cjz-79-3-478","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035060959&doi=10.1139%2fcjz-79-3-478&partnerID=40&md5=f8b1241609ae0c5374b946b5159ffa24","School of Biological Sciences, University of Auckland, Auckland 1000, Private Bag 92019, New Zealand","Dalebout M.L., School of Biological Sciences, University of Auckland, Auckland 1000, Private Bag 92019, New Zealand; Hooker S.K., School of Biological Sciences, University of Auckland, Auckland 1000, Private Bag 92019, New Zealand; Christensen I., School of Biological Sciences, University of Auckland, Auckland 1000, Private Bag 92019, New Zealand","","M.L. Dalebout; School of Biological Sciences, University of Auckland, Auckland 1000, Private Bag 92019, New Zealand; email: m.dalebout@auckland.ac.nz","Article","Final","","Scopus","2-s2.0-0035060959"
"Coffroth M.A.; Lasker H.R.","Coffroth, Mary Alice (6604045602); Lasker, Howard R. (7003590227)","6604045602; 7003590227","Population structure of a clonal Gorgonian coral: The interplay between clonal reproduction and disturbance","1998","Evolution","52","2","","379","393","14","93","10.1111/j.1558-5646.1998.tb01639.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031900242&doi=10.1111%2fj.1558-5646.1998.tb01639.x&partnerID=40&md5=52ceb437c5fa0e5beabbf78c57c599b5","Department of Biological Sciences, State Univ. of New York at Buffalo, Buffalo, NY 14260, United States","Coffroth M.A., Department of Biological Sciences, State Univ. of New York at Buffalo, Buffalo, NY 14260, United States; Lasker H.R., Department of Biological Sciences, State Univ. of New York at Buffalo, Buffalo, NY 14260, United States","Clonal structure; Coral reef; Disturbance; DNA fingerprinting; Genotypic diversity; Octocoral; Vegetative propagation","M.A. Coffroth; Department of Biological Sciences, State University of New York, Buffalo, NY 14260, United States; email: coffroth@acsu.buffalo.edu","Article","Final","","Scopus","2-s2.0-0031900242"
"Lovell A.; McGlade J.M.","Lovell, A. (7006883721); McGlade, J.M. (8438762300)","7006883721; 8438762300","16 Population structure of two commercially important marine species in and around the Gulf of Guinea, West Africa","2002","Large Marine Ecosystems","11","C","","207","223","16","0","10.1016/S1570-0461(02)80038-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957093909&doi=10.1016%2fS1570-0461%2802%2980038-6&partnerID=40&md5=1e2113e9bf5fb4a7f22ef1e058565bc3","Charles Bruneau Cancer Center, Sainte Justine Hospital, Montreal, Que. H3T 1C5, 3175 Cote-Ste Catherine, Canada; Department of Mathematics and CoMPLEX, University College London, London, WC1E 6BT, United Kingdom","Lovell A., Charles Bruneau Cancer Center, Sainte Justine Hospital, Montreal, Que. H3T 1C5, 3175 Cote-Ste Catherine, Canada; McGlade J.M., Department of Mathematics and CoMPLEX, University College London, London, WC1E 6BT, United Kingdom","","","Article","Final","","Scopus","2-s2.0-77957093909"
"Lenfant P.","Lenfant, Philippe (6701595885)","6701595885","Demographic and genetic structures of white sea bream populations (Diplodus sargus, Linnaeus, 1758) inside and outside a Mediterranean marine reserve","2003","Comptes Rendus - Biologies","326","8","","751","760","9","18","10.1016/S1631-0691(03)00168-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0142242306&doi=10.1016%2fS1631-0691%2803%2900168-9&partnerID=40&md5=a703ee6824c09c17b000d1eed8bb4080","Lab. d'Ichtyoecol. Trop. Mediterran., Ecole Pratique des Hautes Etudes, Université de Perpignan, 66860 Perpignan Cedex, 52 av. de Villeneuve, France","Lenfant P., Lab. d'Ichtyoecol. Trop. Mediterran., Ecole Pratique des Hautes Etudes, Université de Perpignan, 66860 Perpignan Cedex, 52 av. de Villeneuve, France","Demographic structure; Diplodus sargus; Genetic differentiation; Reserve effect; White sea bream","P. Lenfant; Lab. d'Ichtyoecol. Trop. Mediterran., Ecole Pratique des Haute Etudes, Université de Perpignan, 66860 Perpignan Cedex, 52 av. de Villeneuve, France; email: lenfant@univ-perp.fr","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-0142242306"
"Yoshinaga I.; Kim M.-C.; Katanozaka N.; Imai I.; Uchida A.; Ishida Y.","Yoshinaga, Ikuo (15057231600); Kim, Mu-Chan (56122956700); Katanozaka, Noriaki (6506207035); Imai, Ichiro (7005234858); Uchida, Aritsune (7202071549); Ishida, Yuzaburo (35566460100)","15057231600; 56122956700; 6506207035; 7005234858; 7202071549; 35566460100","Population structure of algicidal marine bacteria targeting the red tide forming alga Heterosigma akashiwo (Raphidophyceae), determined by restriction fragment length polymorphism analysis of the bacterial 16S ribosomal RNA genes","1998","Marine Ecology Progress Series","170","","","33","44","11","52","10.3354/meps170033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032480372&doi=10.3354%2fmeps170033&partnerID=40&md5=0cc630890d25fc5505514f9441f8ee83","Laboratory of Marine Microbiology, Graduate School of Agriculture, Kyoto University, Kyoto 6068502, Japan; Faculty of Engineering, Fukuyama University, Fukuyama, Hiroshima 7290292, Japan","Yoshinaga I., Laboratory of Marine Microbiology, Graduate School of Agriculture, Kyoto University, Kyoto 6068502, Japan; Kim M.-C., Laboratory of Marine Microbiology, Graduate School of Agriculture, Kyoto University, Kyoto 6068502, Japan; Katanozaka N., Laboratory of Marine Microbiology, Graduate School of Agriculture, Kyoto University, Kyoto 6068502, Japan; Imai I., Laboratory of Marine Microbiology, Graduate School of Agriculture, Kyoto University, Kyoto 6068502, Japan; Uchida A., Laboratory of Marine Microbiology, Graduate School of Agriculture, Kyoto University, Kyoto 6068502, Japan; Ishida Y., Faculty of Engineering, Fukuyama University, Fukuyama, Hiroshima 7290292, Japan","16S rRNA; Algicidal bacteria; Heterosigma akashiwo; Marine bacteria; Marine phytoplankton Bloom; Restriction fragment length polymorphism","I. Yoshinaga; Laboratory of Marine Microbiology, Division of Applied Biosciences, Kyoto University, Kyoto 6068502, Japan; email: iyoshina@kais.kyoto-u.ac.jp","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-0032480372"
"Graves J.E.","Graves, J.E. (54880072300)","54880072300","Molecular insights into the population structures of cosmopolitan marine fishes","1998","Journal of Heredity","89","5","","427","437","10","145","10.1093/jhered/89.5.427","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031667122&doi=10.1093%2fjhered%2f89.5.427&partnerID=40&md5=4cbce752020af348c3c474f0b0b1a84e","Virginia Institute of Marine Science, Gloucester Point, VA 23062, P.O. Box 1346, United States","Graves J.E., Virginia Institute of Marine Science, Gloucester Point, VA 23062, P.O. Box 1346, United States","","J.E. Graves; Virginia Institute of Marine Science, Gloucester Point, VA 23062, P.O. Box 1346, United States; email: graves@vims.edu","Conference paper","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-0031667122"
"Gold J.R.; Burridge C.P.; Turner T.F.","Gold, J.R. (57203194836); Burridge, C.P. (7004262073); Turner, T.F. (7402443072)","57203194836; 7004262073; 7402443072","A modified stepping-stone model of population structure in red drum, Sciaenops ocellatus (Sciaenidae), from the northern Gulf of Mexico","2001","Genetica","111","1-3","","305","317","12","58","10.1023/A:1013705230346","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035544482&doi=10.1023%2fA%3a1013705230346&partnerID=40&md5=d71b8eac1056f2e4cbc84d3f429d8265","Center for Biosystematics and Biodiversity, Department of Wildlife and Fisheries Sciences, Texas A and M University, College Station, TX 77843-2258, United States; Department of Biology, Museum of Southwestern Biology, University of New Mexico, Albuquerque, NM 87131-1091, United States","Gold J.R., Center for Biosystematics and Biodiversity, Department of Wildlife and Fisheries Sciences, Texas A and M University, College Station, TX 77843-2258, United States; Burridge C.P., Center for Biosystematics and Biodiversity, Department of Wildlife and Fisheries Sciences, Texas A and M University, College Station, TX 77843-2258, United States; Turner T.F., Department of Biology, Museum of Southwestern Biology, University of New Mexico, Albuquerque, NM 87131-1091, United States","Gene flow; Marine fishes; Population structure; Red drum","J.R. Gold; Ctr. for Biosyst. and Biodiversity, Department of Wildlife Sciences, Texas A and M University, College Station, TX 77843-2258, United States; email: goldfish@tamu.edu","Article","Final","","Scopus","2-s2.0-0035544482"
"Collin R.","Collin, Rachel (57206356710)","57206356710","The effects of mode of development on phylogeography and population structure of North Atlantic Crepidula (Gastropoda: Calyptraeidae)","2001","Molecular Ecology","10","9","","2249","2262","13","183","10.1046/j.1365-294X.2001.01372.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034803743&doi=10.1046%2fj.1365-294X.2001.01372.x&partnerID=40&md5=a0078cb04aaacfb2439d369e1ed65c4d","Committee on Evolutionary Biology, University of Chicago, Culver Hall, Chicago, IL 60637, 1025 E. 57th Street, United States; Department of Zoology, Field Museum, Chicago, IL 60605, 1400 S. Lake Shore Drive, United States","Collin R., Committee on Evolutionary Biology, University of Chicago, Culver Hall, Chicago, IL 60637, 1025 E. 57th Street, United States, Department of Zoology, Field Museum, Chicago, IL 60605, 1400 S. Lake Shore Drive, United States","Crepidula convexa; Crepidula fornicata; Crepidula plana; Gastropod phylogeny; Sibling species","R. Collin; Committee on Evolutionary Biology, University of Chicago, Culver Hall, Chicago, IL 60637, 1025 E. 57th Street, United States; email: rcollin@midway.uchicago.edu","Article","Final","","Scopus","2-s2.0-0034803743"
"Rochette R.; Dunmall K.; Dill L.M.","Rochette, Rémy (6701659212); Dunmall, Karen (6506899946); Dill, Lawrence M. (7006364690)","6701659212; 6506899946; 7006364690","The effect of life-history variation on the population size structure of a rocky intertidal snail (Littorina sitkana)","2003","Journal of Sea Research","49","2","","119","132","13","15","10.1016/S1385-1101(02)00217-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037372602&doi=10.1016%2fS1385-1101%2802%2900217-4&partnerID=40&md5=a7c94d09c50e04c0dfba60a8c0883af9","Simon Fraser University, Burnaby, BC V5A 1S6, Canada; Bamfield Marine Sciences Centre, Bamfield, BC VOR 1B0, Canada; Department of Biology, University of Waterloo, Waterloo, Ont. N2L 3G1, Canada; Behavioural Ecology Research Group, Department of Biological Sciences, Simon Fraser University, Burnaby, BC V5A 1S6, Canada; Department of Biology, University of New Brunswick, Saint John, NB E2L 4L5, P.O. Box 5050, Canada","Rochette R., Simon Fraser University, Burnaby, BC V5A 1S6, Canada, Bamfield Marine Sciences Centre, Bamfield, BC VOR 1B0, Canada, Department of Biology, University of New Brunswick, Saint John, NB E2L 4L5, P.O. Box 5050, Canada; Dunmall K., Department of Biology, University of Waterloo, Waterloo, Ont. N2L 3G1, Canada; Dill L.M., Behavioural Ecology Research Group, Department of Biological Sciences, Simon Fraser University, Burnaby, BC V5A 1S6, Canada","Bamfield; British Columbia; Intertidal ecology; Life-history theory; Littorina sitkana; Northeastern Pacific; Population demography; Predation pressure","R. Rochette; Department of Biology, University of New Brunswick, Saint John, NB E2L 4L5, P.O. Box 5050, Canada; email: rochette@unbsj.ca","Conference paper","Final","","Scopus","2-s2.0-0037372602"
"Lavery S.; Moritz C.; Fielder D.R.","Lavery, S. (7003683038); Moritz, C. (7004440591); Fielder, D.R. (7003351282)","7003683038; 7004440591; 7003351282","Indo-Pacific population structure and evolutionary history of the coconut crab Birgus latro","1996","Molecular Ecology","5","4","","557","570","13","148","10.1111/j.1365-294X.1996.tb00347.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030465919&doi=10.1111%2fj.1365-294X.1996.tb00347.x&partnerID=40&md5=2131491f4aacd05d6a47c46ba2af257c","Department of Zoology, Centre for Conservation Biology, University of Queensland, Brisbane, QLD 4072, Australia; Queensland Agric. Biotech. Centre, Gehrmann Laboratories, University of Queensland, Brisbane, QLD 4072, Australia","Lavery S., Department of Zoology, Centre for Conservation Biology, University of Queensland, Brisbane, QLD 4072, Australia, Queensland Agric. Biotech. Centre, Gehrmann Laboratories, University of Queensland, Brisbane, QLD 4072, Australia; Moritz C., Department of Zoology, Centre for Conservation Biology, University of Queensland, Brisbane, QLD 4072, Australia; Fielder D.R., Department of Zoology, Centre for Conservation Biology, University of Queensland, Brisbane, QLD 4072, Australia","Birgus latro; conservation genetics; gene flow; Indo-Pacific; mtDNA; population genetics","S. Lavery; Gehrmann Laboratories, Queensland Agric. Biotechnology Ctr., University of Queensland, Brisbane 4072, Australia; email: s.lavery@mailbox.uq.oz.au","Article","Final","","Scopus","2-s2.0-0030465919"
