Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"Yitao HUANG, Xiuhong CAI, Ziping ZHANG, Guodong WANG, Zhihua ZOU, Shuhong WANG, Yilei WANG",Molecular cloning and expression of purple acid phosphatase in &lt;I&gt;Haliotis diversicolor&lt;/I&gt; under stress,2013,Journal of Fishery Sciences of China,China Science Publishing & Media Ltd.,https://doi.org/10.3724/sp.j.1118.2013.00939,,7,8/12/2025 11:28,journal-article,10.3724/sp.j.1118.2013.00939,1005-8737,,20,5,939,949,0,0,0,7,12,,http://task.scichina.com/u/cms/www/pdf/1005-8737/2013/5/1005-8737-2013-5-939.pdf,
0,"Ang Li, Jiaqi Li, Yingpu Wang, Zirong Liu, Lulei Liu, Longzhen Liu, Suyan Xue, Ling Zhu, Yuze Mao",The Metabolomics Responses of Pacific Abalone (Haliotis Discus Hannai) to Low Temperature Stress,2024,,Elsevier BV,https://doi.org/10.2139/ssrn.4838405,,8,8/12/2025 11:28,posted-content,10.2139/ssrn.4838405,,,,,,,0,0,0,9,1,,,
0,"Suji Kim, Kyeong Mi Kim, So Young Kang, Jung Sick Lee",Oxidative Stress Response of the Abalone Haliotis discus hannai Acute Exposed to Nickel Chloride (NiCl<sub>2</sub>),2015,The Korean Journal of Malacology,The Malacological Society of Korea,https://doi.org/10.9710/kjm.2015.31.4.285,,9,8/12/2025 11:28,journal-article,10.9710/kjm.2015.31.4.285,1225-3480,,31,4,285,290,0,0,0,4,10,,http://ocean.kisti.re.kr/downfile/crosscheck/tmsk/JAKO201505555186830.pdf,
0,"Ang Li, Jiaqi Li, Yingpu Wang, Zirong Liu, Lulei Liu, Longzhen Liu, Suyan Xue, Ling Zhu, Yuze Mao",The Metabolomics Responses of Pacific Abalone (Haliotis Discus Hannai) to Low Temperature Stress,2024,,Elsevier BV,https://doi.org/10.2139/ssrn.4830110,,10,8/12/2025 11:28,posted-content,10.2139/ssrn.4830110,,,,,,,0,0,0,9,1,,,
0,"Ang Li, Jiaqi Li, Yingpu Wang, Zirong Liu, Lulei Liu, Longzhen Liu, Suyan Xue, Ling Zhu, Yuze Mao",The Metabolomics Responses of Pacific Abalone (Haliotis Discus Hannai) to Low Temperature Stress,2024,,Elsevier BV,https://doi.org/10.2139/ssrn.4886103,,11,8/12/2025 11:28,posted-content,10.2139/ssrn.4886103,,,,,,,0,0,0,9,1,,,
0,"Yu-sin CHO, Zahid Parvez Sukhan, Shaharior Hossen, Doo-Hyun CHO, Kang-Hee KHO","Transcriptome Analysis of Acute Thermal Stress in the Pacific Abalone, Haliotis discus hannai",2023,THE JOURNAL OF FISHERIES AND MARINE SCIENCES EDUCATION,The Korean Society for Fisheries and Marine Sciences Education,https://doi.org/10.13000/jfmse.2023.8.35.4.751,,12,8/12/2025 11:28,journal-article,10.13000/jfmse.2023.8.35.4.751,1229-8999,,35,4,751,760,0,0,0,5,2,,,
14,"Qian Zhang, Jianfang Huang, Chenyu Yang, Jianming Chen, Wei Wang",Transcriptomic responses to thermal stress in hybrid abalone (Haliotis discus hannai ♀ × H. fulgens ♂),2022,Frontiers in Genetics,Frontiers Media SA,https://doi.org/10.3389/fgene.2022.1053674,,13,8/12/2025 11:28,journal-article,10.3389/fgene.2022.1053674,1664-8021,,13,,,,14,4.67,3,5,3,"China is the world’s largest abalone producing country. Currently, summer mortality caused by high temperature, is one of the biggest challenges for abalone aquaculture industry. The hybrid abalone (",https://www.frontiersin.org/articles/10.3389/fgene.2022.1053674/full,
0,"Min-Seok Jwa, Chang-Yu Hong",Abiotic Stress Tolerance of Juvenile Small Abalone Haliotis diversicolor aquatilis (Obunjagi) to Gamma Irradiation,2022,Journal of Coastal Research,Coastal Education and Research Foundation,https://doi.org/10.2112/jcoastres-d-22-00044.1,,14,8/12/2025 11:28,journal-article,10.2112/jcoastres-d-22-00044.1,0749-0208,,39,1,,,0,0,0,2,3,,,
0,"Roy Barkan, Ira Cooke, Sue-Ann Watson, Jan M. Strugnell",Synthesis of transcriptomic studies reveals a core response to heat stress in abalone (genus Haliotis),2025,BMC Genomics,Springer Science and Business Media LLC,https://doi.org/10.1186/s12864-025-11680-0,,15,8/12/2025 11:28,journal-article,10.1186/s12864-025-11680-0,1471-2164,,26,1,,,0,0,0,4,1,,https://link.springer.com/content/pdf/10.1186/s12864-025-11680-0.pdf,
8,"Choul-Ji Park, Byung-Hwa Min, Kwan-Sock Kim, Jang-Wook Lee, Jeong-Ho Lee, Jae-Koo Noh, Hyun-Chul Kim, Jong-Won Park, Jeong-In Myeong","Physiological responses on Low Water-temperature Stress of Pacific abalone, Haliotis discus hannai",2011,The Korean Journal of Malacology,The Malacological Society of Korea,https://doi.org/10.9710/kjm.2011.27.4.317,,16,8/12/2025 11:28,journal-article,10.9710/kjm.2011.27.4.317,1225-3480,,27,4,317,322,8,0.57,1,9,14,,http://ocean.kisti.re.kr/downfile/crosscheck/tmsk/JAKO201112961955106.pdf,
0,"Dong Huang, Xinxin Li, Mingzhu Pan, Yue Liu, Gaochan Qin, Zhichu Chen, Xiaojun Yu, Kangsen Mai, Wenbing Zhang",Differential Tissue-Specific Thermotolerance and Cellular Recovery Mechanisms in Haliotis Discus Hannai Under Thermal Stress,2025,,Elsevier BV,https://doi.org/10.2139/ssrn.5334556,,17,8/12/2025 11:28,posted-content,10.2139/ssrn.5334556,,,,,,,0,0,0,9,1,,,
15,"Nick Robinson, Ben Smith, Ira Cooke, Jan Strugnell",A snail's pace: A preliminary analysis of the effects of stress and genetics on movement of Haliotis,2013,Aquaculture,Elsevier BV,https://doi.org/10.1016/j.aquaculture.2012.11.013,,18,8/12/2025 11:28,journal-article,10.1016/j.aquaculture.2012.11.013,0044-8486,,376,,25,35,15,1.25,4,4,12,,https://api.elsevier.com/content/article/PII:S0044848612006898,
0,"Dong Huang, Xinxin Li, Mingzhu Pan, Yue Liu, Gaochan Qin, Zhichu Chen, Xiaojun Yu, Kangsen Mai, Wenbing Zhang",Differential tissue-specific thermotolerance and cellular recovery mechanisms in Haliotis discus hannai under thermal stress,2025,,Springer Science and Business Media LLC,https://doi.org/10.21203/rs.3.rs-7034424/v1,,19,8/12/2025 11:28,posted-content,10.21203/rs.3.rs-7034424/v1,,,,,,,0,0,0,9,1,"<title>Abstract</title> <p>Rising seawater temperatures and marine heatwaves threaten abalone aquaculture, causing significant “summer mortality”. The present study systematically investigates tissue-specific thermal stress responses in Pacific abalone (<italic>Haliotis discus hannai</italic>), comparing intestine, gill, mantle, muscle, and digestive gland under gradient heating (1°C/h) and instantaneous heating. Biochemical and molecular analyses revealed distinct tissue sensitivities. Gill tissue exhibited the highest thermal sensitivity, showing significant oxidative damage (elevated malondialdehyde, <italic>p</italic> &lt; 0.05) and heat shock protein (<italic>hsp70</italic>, <italic>hsp90</italic>) upregulation at 28°C. In contrast, muscle tissue demonstrated resilience, maintaining stable antioxidant enzyme (SOD, CAT) activity. Instantaneous heating triggered earlier stress responses than gradient heating: glucose, lactate dehydrogenase (LDH), and total antioxidant capacity (T-AOC) increased significantly at lower temperatures (<italic>p</italic> &lt; 0.05). Gill tissue showed pronounced endoplasmic reticulum stress (<italic>xbp1</italic> splicing) and <italic>hsp70</italic> expression at 24°C under instantaneous heating, whereas other tissues responded only at higher temperatures. During recovery, <italic>hsp70</italic> expression in gills rapidly declined post-stress, while intestine and mantle exhibited delayed recovery. TUNEL assays revealed temperature-dependent apoptosis in mantle and digestive gland at ≥ 24°C, whereas gill and muscle displayed minimal DNA damage. These results provide physiological benchmarks for monitoring abalone health under temperature fluctuations, with implications for aquaculture management during extreme climate events.</p>",https://www.researchsquare.com/article/rs-7034424/v1,
0,"Ang Li, Jiaqi Li, Yingpu Wang, Zirong Liu, Lulei Liu, Longzhen Liu, Suyan Xue, Ling Zhu, Yuze Mao",The Metabolomics Provides Insights into the Pacific Abalone (Haliotis Discus Hannai) Response to Low Temperature Stress,2024,,Elsevier BV,https://doi.org/10.2139/ssrn.4932572,,20,8/12/2025 11:28,posted-content,10.2139/ssrn.4932572,,,,,,,0,0,0,9,1,,,
10,"Yuting Li, Tao Zhang, Xin Zhang, Guodong Wang, Yilei Wang, Ziping Zhang",Heat shock cognate 70 gene in Haliotis diversicolor: responses to pathogen infection and environmental stresses and its transcriptional regulation analysis,2018,Cell Stress and Chaperones,Elsevier BV,https://doi.org/10.1007/s12192-017-0842-5,,21,8/12/2025 11:28,journal-article,10.1007/s12192-017-0842-5,1355-8145,,23,3,335,346,10,1.43,2,6,7,,http://link.springer.com/content/pdf/10.1007/s12192-017-0842-5.pdf,
0,"Hao Chen, Guiqing Wu, Chunli Jiao, Lizhu Chen, Chunxiao Sun, Xinze Zhang, Xiao Wei, Xueping Wu, Dinglong Yang, Jianmin Zhao","Interactive Effects of Nitrite and Bifenthrin on Bioaccumulation, Oxidative Stress and Immune Responses of Haliotis Discus Hannai",2025,,Elsevier BV,https://doi.org/10.2139/ssrn.5243452,,22,8/12/2025 11:28,posted-content,10.2139/ssrn.5243452,,,,,,,0,0,0,10,1,,,
14,"Norman L. C. Ragg, Ellie Watts",Physiological Indicators of Stress and Morbidity in Commercially Handled Abalone<i>Haliotis iris</i>,2015,Journal of Shellfish Research,National Shellfisheries Association,https://doi.org/10.2983/035.034.0229,,23,8/12/2025 11:28,journal-article,10.2983/035.034.0229,0730-8000,,34,2,455,467,14,1.4,7,2,10,,,
14,"Hideki Takami, Hiroshi Yamakawa, Hiroshi Nakano",Survival and Physiological Stress of Juvenile Disk Abalone &lt;i&gt;Haliotis discus discus&lt;/i&gt; during Long-Term Starvation,1995,Fisheries science,Japanese Society of Fisheries Science,https://doi.org/10.2331/fishsci.61.111,,24,8/12/2025 11:28,journal-article,10.2331/fishsci.61.111,0919-9268,,61,1,111,115,14,0.47,5,3,30,,https://www.jstage.jst.go.jp/article/fishsci1994/61/1/61_1_111/_pdf,
11,"Sang Yoon Lee, Yoon Kwon Nam",Evaluation of reference genes for RT-qPCR study in abalone Haliotis discus hannai during heavy metal overload stress,2016,Fisheries and Aquatic Sciences,The Korean Society of Fisheries and Aquatic Science,https://doi.org/10.1186/s41240-016-0022-z,,25,8/12/2025 11:28,journal-article,10.1186/s41240-016-0022-z,2234-1757,,19,1,,,11,1.22,6,2,9,,http://link.springer.com/content/pdf/10.1186/s41240-016-0022-z,
16,"Sang Yoon Lee, Yoon Kwon Nam",Transcriptional responses of metallothionein gene to different stress factors in Pacific abalone ( Haliotis discus hannai ),2016,Fish &amp; Shellfish Immunology,Elsevier BV,https://doi.org/10.1016/j.fsi.2016.09.030,,26,8/12/2025 11:28,journal-article,10.1016/j.fsi.2016.09.030,1050-4648,,58,,530,541,16,1.78,8,2,9,,https://api.elsevier.com/content/article/PII:S1050464816305782,
0,"Hao Chen, Guiqing Wu, Chunli Jiao, Lizhu Chen, Chunxiao Sun, Xinze Zhang, Xiao Wei, Xueping Wu, Dinglong Yang, Jianmin Zhao","Interactive Effects of Nitrite and Bifenthrin on Bioaccumulation, Oxidative Stress and Immune Responses of Haliotis Discus Hannai",2025,,Elsevier BV,https://doi.org/10.2139/ssrn.5251630,,27,8/12/2025 11:28,posted-content,10.2139/ssrn.5251630,,,,,,,0,0,0,10,1,,,
2,"Min-seok Jwa, Chang-Yu Hong",Physiological Responses of Intrinsic Small Abalone Haliotis diversicolor aquatilis under High Temperature Stress by Low Level 60CO Gamma Irradiation-Mediated Hormetic Effect,2020,Journal of Marine Science and Engineering,MDPI AG,https://doi.org/10.3390/jmse8110906,,28,8/12/2025 11:28,journal-article,10.3390/jmse8110906,2077-1312,,8,11,906,906,2,0.4,1,2,5,"Haliotis diversicolor aquatilis (H. diversicolor aquatilis) is one of the aquaculture abalone species in Jeju Island, South Korea. The high water temperature in the middle of the summer season frequently limits the aquaculture productivity of abalone. To cope with the problem, this study aimed to investigate viability, attachment rate, changes of immune response, and physiological properties of juvenile small abalone Haliotis diversicolor aquatilis against high water temperature stress under 60CO-gamma irradiation-mediated hormetic effects. To examine physiological changes of abalone, the gamma-ray irradiated and non-irradiated groups were distinguished by grouping a total of 70 abalones in a treated group and a control group (each group included twenty-five female and ten male abalones). The treated group was exposed to 60CO-gamma irradiation using a designed experimental apparatus, the control group was not. Our results revealed that the low level of gamma ray (20 Gy)-irradiated Haliotis diversicolor aquatilis showed a 100% survival rate during the experiment. After gamma ray exposure, all the abalones were cultured without feeding and bioactivities were measured to examine gamma ray-induced physiological responses. The results suggested the potential for selective breeding using gamma ray irradiation hormesis to manipulate the number of eggs, fertilization rate, hatching rate, and attachment rate. The shell length of juvenile abalone was significantly enhanced by a 20 Gy radiation dose. We could presume that the effect of hormesis in the gamma-ray irradiation parent shellfish also had a genetic effect on the offspring. In order to verify changes in immune response and stress tolerance of abalone under high temperature stress, lysozyme activity and survival rates were compared at a water temperature of 30 °C. Interestingly, the 60Co gamma ray-irradiated abalones exhibited almost a 1.65-fold enhanced survival rate along with reduced lysozyme activity after 12 h of high temperature stress. Our results speculate that low levels of 60Co gamma ray-mediated hormetic effects can be an effective strategy for shell length growth and high temperature stress tolerance.",https://www.mdpi.com/2077-1312/8/11/906/pdf,
0,"Eun-Ha Shin, Eun Hee Park, Young-Ok Kim, Dong-Gyun Kim, Hee Jeong Kong, Woo-Jin Kim, Jung Youn Park, Bo-Hye Nam",Molecular characterization and expression profiles of heat shock transcription factor HSF1 under heat stress in the Pacific abalone (Haliotis discus hannai),2017,The Korean Journal of Malacology,The Malacological Society of Korea,https://doi.org/10.9710/kjm.2017.33.4.243,,29,8/12/2025 11:28,journal-article,10.9710/kjm.2017.33.4.243,1225-3480,,33,4,243,251,0,0,0,8,8,,,
17,"Shaharior Hossen, Zahid Parvez Sukhan, Yusin Cho, Won Kyo Lee, Kang Hee Kho","Antioxidant Activity and Oxidative Stress-Oriented Apoptosis Pathway in Saccharides Supplemented Cryopreserved Sperm of Pacific Abalone, Haliotis discus hannai",2022,Antioxidants,MDPI AG,https://doi.org/10.3390/antiox11071303,,30,8/12/2025 11:28,journal-article,10.3390/antiox11071303,2076-3921,,11,7,1303,1303,17,5.67,3,5,3,"The Pacific abalone Haliotis discus hannai is a highly commercialized seafood in Southeast Asia. The aim of the present study was to determine the antioxidant activity and oxidative stress-oriented apoptosis pathway in saccharides supplemented cryopreserved sperm of Pacific abalone. Cryopreserved sperm showed impaired antioxidant defenses due to the reduced mRNA abundance of antioxidant genes (CAT, Cu/Zn-SOD, Mn-SOD, GPx, GR, and BCL-2), apoptosis inhibitor (HSP70, and HSP90) gene, and enzymatic antioxidant activity compared to fresh sperm. Such impaired antioxidant defenses caused an increase in the mRNA expression of apoptosis genes (Bax, and Caspase-3), finally leading to apoptosis. The impaired antioxidant defense also increased O2•− production and lipid peroxidation (MDA) levels, which further accelerated apoptosis. Considering all the experimental findings, an apoptosis pathway of cryopreserved sperm has been adopted for the first time. Specifically, sperm cryopreserved using 3% sucrose combined with 8% dimethyl sulfoxide (DMSO) showed improved mRNA stability, enzymatic activity, and DNA integrity with reduced O2•− production and MDA levels compared to sperm cryopreserved with the other types of examined cryoprotectants (8% ethylene glycol + 1% glucose, 6% propylene glycol + 2% glucose, 2% glycerol + 3% glucose, and 2% methanol + 4% trehalose). The present study suggests that 3% sucrose combined with 8% DMSO is suitable to cryopreserve the sperm of this valuable species for molecular conservation.",https://www.mdpi.com/2076-3921/11/7/1303/pdf,
5,"Tuo Yao, Lingtong Ye, Jie Lu, Jingzhe Jiang, Ruixuan Wang, Huasheng Chen, Yanquan Lin, Jiangyong Wang",Physiological Response of Pacific Abalone (Haliotis discus hannai) Hepatopancreas to Heat Stress,2019,Journal of Shellfish Research,National Shellfisheries Association,https://doi.org/10.2983/035.038.0225,,31,8/12/2025 11:28,journal-article,10.2983/035.038.0225,0730-8000,,38,2,417,417,5,0.83,1,8,6,,,
1,"Ang Li, Jiaqi Li, Yingpu Wang, Zirong Liu, Lulei Liu, Longzhen Liu, Suyan Xue, Ling Zhu, Yuze Mao",The metabolomics provides insights into the Pacific abalone (Haliotis discus hannai) response to low temperature stress,2024,Heliyon,Elsevier BV,https://doi.org/10.1016/j.heliyon.2024.e40921,,32,8/12/2025 11:28,journal-article,10.1016/j.heliyon.2024.e40921,2405-8440,,10,23,,,1,1,0,9,1,,https://api.elsevier.com/content/article/PII:S2405844024169526,
11,"Yulong Sun, Xin Zhang, Yilei Wang, Ziping Zhang",Long-read RNA sequencing of Pacific abalone Haliotis discus hannai reveals innate immune system responses to environmental stress,2022,Fish &amp; Shellfish Immunology,Elsevier BV,https://doi.org/10.1016/j.fsi.2022.01.042,,33,8/12/2025 11:28,journal-article,10.1016/j.fsi.2022.01.042,1050-4648,,122,,131,145,11,3.67,3,4,3,,https://api.elsevier.com/content/article/PII:S1050464822000584,
16,"Andrea C. Alfaro, Thao V. Nguyen, Leonie Venter, Jessica A. Ericson, Shaneel Sharma, Norman L. C. Ragg, Craig Mundy",The Effects of Live Transport on Metabolism and Stress Responses of Abalone (Haliotis iris),2021,Metabolites,MDPI AG,https://doi.org/10.3390/metabo11110748,,34,8/12/2025 11:28,journal-article,10.3390/metabo11110748,2218-1989,,11,11,748,748,16,4,2,7,4,"The New Zealand abalone industry relies mostly on the export of processed products to distant Asian markets, notably China. Over the past five years, live export of high quality abalone from New Zealand has proven successful. However, transport of live animals is associated with multiple stressors that affect survival and meat quality at the end of the transport phase. Better understanding of transport-derived stress is needed to improve transport conditions and recovery at destination to ensure high product quality and safety throughout the supply chain. To this end, we applied an untargeted GC–MS-based metabolomics approach to examine the changes in metabolite profiles of abalone after a 2-day transport event and subsequent water re-immersion for 2 days. The results revealed alterations of many metabolites in the haemolymph and muscle of post-transported abalone. Decreased concentrations of many amino acids suggest high energy demands for metabolism and stress responses of transported abalone, while increases of other amino acids may indicate active osmoregulation and/or protein degradation due to oxidative stress and apoptosis. The accumulation of citric acid cycle intermediates and anaerobic end-products are suggestive of hypoxia stress and a shift from aerobic to anaerobic metabolism (resulting from aerial exposure). Interestingly, some features in the metabolite profile of reimmersed abalone resembled those of pre-transported individuals, suggesting progressive recovery after reimmersion in water. Evidence of recovery was observed in the reduction of some stress biomarkers (e.g., lactic acid, succinic acid) following reimmersion. This study revealed insights into the metabolic responses to transport stress in abalone and highlights the importance of reimmersion practices in the supply chain of live animal exports.",https://www.mdpi.com/2218-1989/11/11/748/pdf,
0,"Ang Li, Jiaqi Li, Yingpu Wang, Zirong Liu, Lulei Liu, Longzhen Liu, Suyan Xue, Ling Zhu, Yuze Mao",The Metabolomics Provides Insights into the Pacific Abalone ( &lt;i&gt;Haliotis Discus Hannai&lt;/i&gt;) Response to Low Temperature Stress,2024,,Elsevier BV,https://doi.org/10.2139/ssrn.4953492,,35,8/12/2025 11:28,posted-content,10.2139/ssrn.4953492,,,,,,,0,0,0,9,1,,,
12,"Zhiqiang Fang, Yulong Sun, Xin Zhang, Guodong Wang, Yuting Li, Yilei Wang, Ziping Zhang",Responses of HSP70 Gene to Vibrio parahaemolyticus Infection and Thermal Stress and Its Transcriptional Regulation Analysis in Haliotis diversicolor,2019,Molecules,MDPI AG,https://doi.org/10.3390/molecules24010162,,36,8/12/2025 11:28,journal-article,10.3390/molecules24010162,1420-3049,,24,1,162,162,12,2,2,7,6,"Heat-shock protein 70 (HSP70) is a molecular chaperone that plays critical roles in cell protein folding and metabolism, which helps to protect cells from unfavorable environmental stress. Haliotis diversicolor is one of the most important economic breeding species in the coastal provinces of south China. To date, the expression and transcriptional regulation of HSP70 in Haliotis diversicolor (HdHSP70) has not been well characterized. In this study, the expression levels of HdHSP70 gene in different tissues and different stress conditions were detected. The results showed that the HdHSP70 gene was ubiquitously expressed in sampled tissues and was the highest in hepatopancreas, followed by hemocytes. In hepatopancreas and hemocytes, the HdHSP70 gene was significantly up-regulated by Vibrio parahaemolyticus infection, thermal stress, and combined stress (Vibrio parahaemolyticus infection and thermal stress combination), indicating that HdHSP70 is involved in the stress response and the regulation of innate immunity. Furthermore, a 2383 bp of 5′-flanking region sequence of the HdHSP70 gene was cloned, and it contains a presumed core promoter region, a CpG island, a (TG)39 simple sequence repeat (SSR), and many potential transcription factor binding sites. The activity of HdHSP70 promoter was evaluated by driving the expression of luciferase gene in HEK293FT cells. A series of experimental results indicated that the core promoter region is located between −189 bp and +46 bp, and high-temperature stress can increase the activity of HdHSP70 promoter. Sequence-consecutive deletions of the luciferase reporter gene in HEK293FT cells revealed two possible promoter activity regions. To further identify the binding site of the key transcription factor in the two regions, two expression vectors with site-directed mutation were constructed. The results showed that the transcriptional activity of NF-1 site-directed mutation was significantly increased (p < 0.05), whereas the transcriptional activity of NF-κB site-directed mutation was significantly reduced. These results suggest that NF-1 and NF-κB may be two important transcription factors that regulate the expression of HdHSP70 gene.",https://www.mdpi.com/1420-3049/24/1/162/pdf,
3,"Kichul Cho, Min-Seok Jwa, Hye-Na Moon, Sung-Pyo Hur, Daekyung Kim, In-Kyu Yeo",Hormetic effect of 60Co gamma radiation on tolerance to salinity and temperature stress in Haliotis discus discus,2016,Aquaculture,Elsevier BV,https://doi.org/10.1016/j.aquaculture.2015.10.011,,37,8/12/2025 11:28,journal-article,10.1016/j.aquaculture.2015.10.011,0044-8486,,451,,473,479,3,0.33,1,6,9,,https://api.elsevier.com/content/article/PII:S0044848615302015,
1,"Ngurah Sedana Yasa, Lutfi Anshory, Niken S.N. Handayani, Alim Isnansetyo, Murwantoko Murwantoko",Pengaruh Paparan Chlorine terhadap Stress Fisiologis dan Ekspresi Gen Hsp70 dan Hsp90 pada Abalon (Haliotis squamata),2021,Buletin Oseanografi Marina,Institute of Research and Community Services Diponegoro University (LPPM UNDIP),https://doi.org/10.14710/buloma.v10i3.35251,,38,8/12/2025 11:28,journal-article,10.14710/buloma.v10i3.35251,2550-0015,,10,3,223,232,1,0.25,0,5,4,"Abalon merupakan salah satu moluska bercangkang tunggal yang memiliki nilai ekonomis tinggi dan merupakan komoditas potensial dalam peningkatan devisa Negara. Namun permasalahannya adalah mudahnya abalone mengalami stress akibat perubahan berbagai faktor lingkungan seperti suhu, salinitas, bakteri Vibrio dan bahan desinfektan seperti chlorine. Penelitian ini dilakukan untuk mengetahui tingkat stress benih abalone terhadap paparan chlorine pada gen heat shock protein (HSP) dan mengetahui perubahan enzim-enzim  antioksidan seperti SOD,CAT,PO dan perubahan struktur histologi otot kaki abalone akibat paparan chlorine. Koleksi benih abalone dengan ukuran cangkang 3-4 cm dari unit hatchery abalone, BPIU2K Karangasem Bali. Uji paparan abalone pada akuarium kaca volume 100 L dengan konsentrasi chlorine 10 ppm. Pengambilan sample (hemolim, otot kaki, gonad) dilakukan pada waktu pengamatan (0,12,24,48 jam). Pengamatan meliputi uji  ekspresi gen heat shock protein (Hsp70 dan Hsp90), aktifitas enzim-enzim antioksidan dan histology pada otot kaki. Hasil penelitian menunjukkan bahwa Hsp70 terekspresi paling tinggi pada hemolim abalone yaitu sebesar 350 kali lipat pada paparan jam ke 12 dibandingkan kontrol (P<0.05). Sedangkan, Hsp90 pada waktu yang sama menunjukkan tingkat stress abalone paling tinggi pada otot kaki dengan tingkat ekspresi sebesar 7 kali lipat jika dibandingkan kontrol (P<0.05).  Gen heat shock protein diekspresikan cukup tinggi pada uji paparan chlorine, namun demikian  Hsp70 menunjukkan tingkat ekspresi yang lebih tinggi jika dibanding dengan Hsp90. Hsp70 lebih sensitif sebagai marka stress abalone akibat paparan chlorine. Perubahan struktur histologi menunjukkan cemaran chlorine dapat meningkatkan ukuran diameter hemolim sinus dan kerusakan pada lapisan epithel otot kaki abalone. Abalone is one of the single-shelled mollusks which has high economic value and is a commodity in increasing the country's foreign exchange. However, the problem is that it is easy for abalone to experience stress due to the influence of various environmental factors such as temperature, salinity, Vibrio bacteria and disinfectants such as chlorine. The study was conducted to determine the stress level of abalone seeds produced by hatcheries against residual chlorine. The aim of the study were to see the stress level based on the heat shock protein (HSP) gene and to see changes in antioxidant enzymes such as SOD, CAT, PO and histological structure of abalone foot muscles due to chlorine contamination. Collection of abalone seeds with a 3-4 cm shell size from the abalone hatchery unit, BPIU2K Karangasem Bali. Abalone exposure test using a glass volume of 100 L with a chlorine concentration of 10 ppm. Furthermore, sampling was carried out (hemolime, leg muscles, gonads) at the time of observation (0.12,24,48 hours). Observations included heat shock protein gene expression (Hsp70 and Hsp90) and histology in foot muscles. The results showed that Hsp70 was the highest expressed in hemolime abalone 350 times at 12 hours exposure compared to controls (P <0.05). Meanwhile, Hsp90 at the same time showed the highest level of stress on leg muscles with an expression level of  7 times when compared to controls (P <0.05). It was concluded that the heat shock protein gene was expressed high enough in the chlorine exposure test, however, Hsp70 was more sensitive as a sign of abalone stress as indicated by a higher expression level when compared to Hsp90. Changes in the histological structure show that chlorine contamination can increase the diameter of the sinus hemolime and damage to the epithelial layer of the abalone foot muscles.",https://ejournal.undip.ac.id/index.php/buloma/article/viewFile/35251/20095,
0,"Thao V. Nguyen, Andrea C. Alfaro, Thanh Nha Ngo, Anu Kumar, David Beale",A multi-platform metabolomics approach to investigate the effects of acute thermal stress on New Zealand black-footed abalone (Haliotis iris),2025,Fisheries Research,Elsevier BV,https://doi.org/10.1016/j.fishres.2025.107426,,39,8/12/2025 11:28,journal-article,10.1016/j.fishres.2025.107426,0165-7836,,287,,107426,107426,0,0,0,5,1,,https://api.elsevier.com/content/article/PII:S0165783625001638,
4,"Mo Zhang, Xiaolong Gao, Mingxin Lyu, Shihui Lin, Xuan Luo, Caihuan Ke, Weiwei You","Examination of the effects of blue light stress on monoamine oxidase-mediated immunomodulatory function in the Pacific abalone, Haliotis discus hannai",2023,Aquaculture,Elsevier BV,https://doi.org/10.1016/j.aquaculture.2023.739726,,40,8/12/2025 11:28,journal-article,10.1016/j.aquaculture.2023.739726,0044-8486,,575,,739726,739726,4,2,1,7,2,,https://api.elsevier.com/content/article/PII:S0044848623005008,
96,"Xiaoshan Zhu, Jin Zhou, Zhonghua Cai",The toxicity and oxidative stress of TiO2 nanoparticles in marine abalone (Haliotis diversicolor supertexta),2011,Marine Pollution Bulletin,Elsevier BV,https://doi.org/10.1016/j.marpolbul.2011.03.006,,41,8/12/2025 11:28,journal-article,10.1016/j.marpolbul.2011.03.006,0025-326X,,63,5,334,338,96,6.86,32,3,14,,https://api.elsevier.com/content/article/PII:S0025326X11001354,
0,"Jiahui QIAN, Zhimin LI, Jianyong LIU, Jialin AI",Synergistic effects of salinity and stress duration on alpha-amylase expression in <i>Haliotis diversicolor supertexta</i>,2017,Journal of Fishery Sciences of China,China Science Publishing & Media Ltd.,https://doi.org/10.3724/sp.j.1118.2017.16146,,42,8/12/2025 11:28,journal-article,10.3724/sp.j.1118.2017.16146,1005-8737,,24,1,57,57,0,0,0,4,8,,http://www.fishscichina.com/zgsckx/article/pdf/5722,
14,"Thao V. Nguyen, Andrea Alfaro, Emily Frost, Donglin Chen, David J. Beale, Craig Mundy",Investigating the biochemical effects of heat stress and sample quenching approach on the metabolic profiling of abalone (Haliotis iris),2021,Metabolomics,Springer Science and Business Media LLC,https://doi.org/10.1007/s11306-021-01862-8,,43,8/12/2025 11:28,journal-article,10.1007/s11306-021-01862-8,1573-3882,,18,1,,,14,3.5,2,6,4,,https://link.springer.com/content/pdf/10.1007/s11306-021-01862-8.pdf,
